N_ITEMS;N_DESP;HITRATE;IS_WDO;SEGMENT
90111;46454;1.9397898996857105954;0;0
1808;834;2.1678657074340527577;1;0
113904;43709;2.6059621588231256720;0;1
15013;5231;2.8700057350411011278;1;1
55637;18155;3.0645552189479482236;0;2
18959;5332;3.5557014253563390847;1;2
7081;2216;3.1953971119133574007;0;3
7729;1826;4.2327491785323110624;1;3
