N_ITEMS;N_DESP;HITRATE;IS_WDO;SEGMENT
72447;33908;2.1365754394243246431;0;0
5483;2482;2.2091055600322320709;1;0
55037;20842;2.6406774781690816620;0;1
16181;5228;3.0950650344299923488;1;1
83496;24935;3.3485462201724483657;0;2
31840;8107;3.9274700875786357468;1;2
53301;14243;3.7422593554728638629;0;3
27408;6235;4.3958299919807538091;1;3
