N_ITEMS;N_DESP;HITRATE;IS_WDO;SEGMENT
93504;50366;1.8564904896160108009;0;0
2914;1447;2.0138217000691085003;1;0
117163;48056;2.4380514399866822040;0;1
9878;3969;2.4887881078357268833;1;1
145192;51243;2.8334016353453154577;0;2
11943;3900;3.0623076923076923076;1;2
23187;7136;3.2492993273542600896;0;3
18976;4980;3.8104417670682730923;1;3
